Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber,
amb_115_pool,,loaded,zmb\level\zm_island\115_pool\115_pool.wav,,,,,,,,BUS_FX,grp_ambience,snp_ambience,,65,0,95,95,100,1250,1500,allon,default,allon,default,8,priority,8,oldest,-50,50,50,60,0,1,no,3d,default,,looping,,1,0,0,0,0,0.5,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
amb_banging,,loaded,zmb\level\zm_verruckt\door\bang\bang_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,70,73,150,750,750,allon,default,allon,default,2,reject,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.25,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
amb_banging,,loaded,zmb\level\zm_verruckt\door\bang\bang_01.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,70,73,150,750,750,allon,default,allon,default,2,reject,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.25,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
amb_banging,,loaded,zmb\level\zm_verruckt\door\bang\bang_02.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,70,73,150,750,750,allon,default,allon,default,2,reject,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.25,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
amb_banging,,loaded,zmb\level\zm_verruckt\door\bang\bang_03.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,70,73,150,750,750,allon,default,allon,default,2,reject,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.25,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
amb_banging,,loaded,zmb\level\zm_verruckt\door\bang\bang_04.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,70,73,150,750,750,allon,default,allon,default,2,reject,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.25,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
amb_behind_door,,loaded,zmb\level\zm_verruckt\door\bang\bang_00.wav,,,,,amb_behind_door_vox,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,70,70,150,750,11000,allon,default,allon,default,2,reject,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.25,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
amb_behind_door,,loaded,zmb\level\zm_verruckt\door\bang\bang_01.wav,,,,,amb_behind_door_vox,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,70,70,150,750,11000,allon,default,allon,default,2,reject,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.25,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
amb_behind_door,,loaded,zmb\level\zm_verruckt\door\bang\bang_02.wav,,,,,amb_behind_door_vox,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,70,70,150,750,11000,allon,default,allon,default,2,reject,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.25,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
amb_behind_door,,loaded,zmb\level\zm_verruckt\door\bang\bang_03.wav,,,,,amb_behind_door_vox,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,70,70,150,750,11000,allon,default,allon,default,2,reject,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.25,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
